Account Username	Account Password	Account Contact First Name	Account Contact Last Name	Account Contact Company	Account Contact Address	Account Contact Address2	Account Contact Country	Account Contact State	Account Contact City	Account Contact Postal Code	Account Contact Phone	Account Contact Fax	Account Contact Email	Account Contact URL	Legacy ID	Listing ID	Listing Title	Listing Email	Listing URL	Listing Address	Listing Address2	Listing Country	Listing Country Abbreviation	Listing Region	Listing Region Abbreviation	Listing State	Listing State Abbreviation	Listing City	Listing City Abbreviation	Listing Neighborhood	Listing Neighborhood Abbreviation	Listing Postal Code	Listing Latitude	Listing Longitude	Listing Phone	Listing Fax	Listing Short Description	Listing Long Description	Listing Keywords	Updated Date	Listing Renewal Date	Listing Status	Listing Level	Listing Category 1	Listing Category 2	Listing Category 3	Listing Category 4	Listing Category 5	Listing Template
																	Ej Billing			141 Verstreet Dr		United States	USA			New York	NY	Rochester				14616			(585) 730-8240				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Elder John F Certified Public Acc			2565 Brighton Henrietta Town Line Rd		United States	USA			New York	NY	Rochester				14623			(585) 272-9870				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Emerald Financial Svc Inc			4 E Main St # 1		United States	USA			New York	NY	Webster				14580			(585) 265-2870				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Equity Search			120 Plymouth Ave N		United States	USA			New York	NY	Rochester				14608			(585) 325-5928				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Expert Tax Group			725 Seneca Pkwy		United States	USA			New York	NY	Rochester				14613			(585) 264-0670				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Falls View Tax & Business Svc			41 W Main St		United States	USA			New York	NY	Honeoye Falls				14472			(585) 624-9699				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Farnsworth Clinton E CPA			2200 Chase Sq		United States	USA			New York	NY	Rochester				14604			(585) 238-3300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Ferraro Jr Thomas A CPA			1320 Buffalo Rd # 109		United States	USA			New York	NY	Rochester				14624			(585) 235-7730				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Ferron Michael P CPA			986 Long Pond Rd		United States	USA			New York	NY	Rochester				14626			(585) 723-8430				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Filippetti Paolo			295 Woodcliff Dr # 301		United States	USA			New York	NY	Fairport				14450			(585) 385-0090				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	First Choice Accounting & Business Servs			120 Pleasant Way		United States	USA			New York	NY	Penfield				14526			(585) 383-1898				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Firstas			11 Lantern Ln		United States	USA			New York	NY	Honeoye Falls				14472			(585) 624-8120				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Fisher Schacht & Oliver			3445 Winton Pl # 113		United States	USA			New York	NY	Rochester				14623			(585) 427-0500				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Flower City Payroll Solutions			576 W Ridge Rd		United States	USA			New York	NY	Rochester				14615			(585) 663-8210				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Forthman Laura E CPA			100 Meridian Centre Blvd # 310		United States	USA			New York	NY	Rochester				14618			(585) 271-2300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Fox Robert P			180 Canal View Blvd # 100		United States	USA			New York	NY	Rochester				14623			(585) 427-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Francati Associates			500 Helendale Rd # 125		United States	USA			New York	NY	Rochester				14609			(585) 482-3930				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Francati Gerald J Public Accountant			500 Helendale Rd Ste 125		United States	USA			New York	NY	Rochester				14609			(585) 482-3930				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Francis Marchese & Co Pllc			2510 Chili Ave		United States	USA			New York	NY	Rochester				14624			(585) 426-3540				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Fredericksen & Sirianni			16 E Main St # 500		United States	USA			New York	NY	Rochester				14614			(585) 546-5660				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Fredericksen & Sirianni LLP			1160 Pittsford Victor Rd # J		United States	USA			New York	NY	Pittsford				14534			(585) 546-5660				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Freed Maxick & Battaglia CPA			2000 Winton Rd S # 4-100		United States	USA			New York	NY	Rochester				14618			(585) 271-2300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Freed Maxick CPAs			100 Meridian Centre Blvd # 310		United States	USA			New York	NY	Rochester				14618			(585) 271-2300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Friedman William J CPA			1870 Winton Rd S		United States	USA			New York	NY	Rochester				14618			(585) 295-2400				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Friga Financial			1530 Dewey Ave		United States	USA			New York	NY	Rochester				14615			(585) 254-7252				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	G M Murphy Co			111 Marsh Rd		United States	USA			New York	NY	Pittsford				14534			(585) 381-4580				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gary G Krauss PC			1851 Stone Rd		United States	USA			New York	NY	Rochester				14615			(585) 865-2420				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gaudino Stephen V CPA			101 Canal Landing Blvd # 10		United States	USA			New York	NY	Rochester				14626			(585) 232-7075				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	George Patrick R CPA			28 E Main St Ste 1000		United States	USA			New York	NY	Rochester				14614			(585) 454-4161				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	George Peter Klee CPA			1593 E Main St		United States	USA			New York	NY	Rochester				14609			(585) 482-2080				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gerken Scott Cpa			2024 W Henrietta Rd Ste 4B		United States	USA			New York	NY	Rochester				14623			(585) 427-2410				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gervasi Frank R			726 Titus Ave		United States	USA			New York	NY	Rochester				14617			(585) 342-4868				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Geyer Ann L CPA			100 Office Park Way		United States	USA			New York	NY	Pittsford				14534			(585) 383-8242				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gombetto Stacey M			1425 Portland Ave		United States	USA			New York	NY	Rochester				14621			(585) 922-4000				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gordon & Chodak			40 Office Park Way # 2		United States	USA			New York	NY	Pittsford				14534			(585) 586-6210				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gould Miriam G CPA			100 Linden Oaks		United States	USA			New York	NY	Rochester				14625			(585) 381-2320				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gould Ronald B CPA			920 Winton Rd S		United States	USA			New York	NY	Rochester				14618			(585) 461-9000				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gray Arnold L CPA			100 Meridian Centre Blvd		United States	USA			New York	NY	Rochester				14618			(585) 271-2300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gray Certified Public Acctg			25 Browns Race		United States	USA			New York	NY	Rochester				14614			(585) 270-5281				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gray Locey CPA			2401 Monroe Ave		United States	USA			New York	NY	Rochester				14618			(585) 244-8080				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gray Richard N			290 Linden Oaks		United States	USA			New York	NY	Rochester				14625			(585) 381-9660				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Green Thomas H CPA PC			1600 Moseley Rd		United States	USA			New York	NY	Victor				14564			(585) 586-0650				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Green William G CPA			100 Chestnut St		United States	USA			New York	NY	Rochester				14604			(585) 423-1860				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Greendyke & Assoc Inc			110 Linden Oaks Ste C		United States	USA			New York	NY	Rochester				14625			(585) 899-3470				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Greenebaum Saiger & Kasdin			190 Office Park Way # 2		United States	USA			New York	NY	Pittsford				14534			(585) 383-5600				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Greenpay Plus			1370 Hudson Ave		United States	USA			New York	NY	Rochester				14621			(585) 544-9580				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Greenside Medical Billing			25 Greenside Ln		United States	USA			New York	NY	Rochester				14617			(585) 342-4212				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Griswold Franz R CPA			140 Metro Park		United States	USA			New York	NY	Rochester				14623			(585) 292-6090				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Grymin & Jaufmann			1000 Pittsford Victor Rd # 6		United States	USA			New York	NY	Pittsford				14534			(585) 248-3630				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Guercio Frank A CPA			500 Helendale Rd, Ste 185		United States	USA			New York	NY	Rochester				14609			(585) 224-3730				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Gumbiner Mel CPA			19 Hayfield Way		United States	USA			New York	NY	Pittsford				14534			(585) 264-9230				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	H & R Block			16 E Main St		United States	USA			New York	NY	Rochester				14614			(585) 232-3567				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	H M Business Servs			1828 Penfield Rd		United States	USA			New York	NY	Penfield				14526			(585) 385-2575				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	H&R Block			20 E Main St		United States	USA			New York	NY	Rochester				14614			(585) 232-3567				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hanley David CPA			100 Meridian Centre Blvd # 310		United States	USA			New York	NY	Rochester				14618			(585) 271-2300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hansen Accounting Services			2680 Rush Mendon Rd		United States	USA			New York	NY	Honeoye Falls				14472			(585) 533-1065				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Harris & Co Tax & Accounting			11 Chestnut Ridge Rd		United States	USA			New York	NY	Rochester				14624			(585) 247-4755				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Harry I Sealfon PC			100 Office Park Way		United States	USA			New York	NY	Pittsford				14534			(585) 381-6560				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Heberger Mark			680 Ridge Rd		United States	USA			New York	NY	Webster				14580			(585) 670-0090				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hessney Larry			100 Meridian Centre Blvd # 310		United States	USA			New York	NY	Rochester				14618			(585) 271-2300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Heveron Bernard			10 Woodmont Rd		United States	USA			New York	NY	Rochester				14620			(585) 256-0654				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hickey Robert W CPA			491 Whitney Rd		United States	USA			New York	NY	Penfield				14526			(585) 381-1200				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hildebrandt A Thos CPA			2200 Chase Sq		United States	USA			New York	NY	Rochester				14604			(585) 238-3300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hill Kevin C			180 Canal View Blvd # 100		United States	USA			New York	NY	Rochester				14623			(585) 427-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hinchliffe Ralph O CPA			1870 Winton Rd S		United States	USA			New York	NY	Rochester				14618			(585) 295-2400				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hufsmith & Assoc Cpa's			30 Grove St		United States	USA			New York	NY	Pittsford				14534			(585) 586-0510				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hufsmith & Associates Cpa's			1478 Marsh Rd		United States	USA			New York	NY	Pittsford				14534			(585) 586-0510				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Humphrey Robert D CPA			1500 E Main St # 1500		United States	USA			New York	NY	Rochester				14609			(585) 454-4978				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Hunzek Michael			145 Norris Dr		United States	USA			New York	NY	Rochester				14610			(585) 473-4920				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Internal Revenue Service - Federal Tax Information			100 State St		United States	USA			New York	NY	Rochester				14614			(800) 829-1040				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	IRS Tax Help Attorneys			998 Clinton Avenue South, Suite 1322		United States	USA			New York	NY	Rochester				14620			(800) 640-9619				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	J Eric Foote CPA Office			4 E Main St		United States	USA			New York	NY	Webster				14580			(585) 265-2870				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jackson Hewitt Tax Service			31 E Main St		United States	USA			New York	NY	Rochester				14614			(585) 423-9344				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jacob Mark Cpa			1870 Winton Rd S		United States	USA			New York	NY	Rochester				14618			(585) 295-2400				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jacob Mark D CPA			2200 Chase Sq		United States	USA			New York	NY	Rochester				14604			(585) 238-3300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Janes Robert B			24 West Ave # 3		United States	USA			New York	NY	Spencerport				14559			(585) 352-8899				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jay R Gelb & Co			180 Office Park Way Ste 2000		United States	USA			New York	NY	Pittsford				14534			(585) 232-7046				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jean G Thibodeau CPA			31 Putting Green Ln		United States	USA			New York	NY	Penfield				14526			(585) 586-6160				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jeffers & Birnie Cpa's			31 N Union St		United States	USA			New York	NY	Spencerport				14559			(585) 352-2900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jencik Barry E CPA			265 Clinton Sq		United States	USA			New York	NY	Rochester				14604			(585) 454-1644				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jenovese Gregg CPA			2024 W Henrietta Rd		United States	USA			New York	NY	Rochester				14623			(585) 427-2410				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Jjm Financial Services			945 E Henrietta Rd Ste B2		United States	USA			New York	NY	Rochester				14623			(585) 427-0830				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Joesph M Woody			19 Green Pine Ln		United States	USA			New York	NY	Webster				14580			(585) 872-6229				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	John A Thorne CPA			1640 Penfield Rd		United States	USA			New York	NY	Rochester				14625			(585) 586-1130				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	John C Saunders PC			99 Park Ave # B		United States	USA			New York	NY	Rochester				14607			(585) 242-8780				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	John J Flynn Accounting & Tax			1151 Titus Ave		United States	USA			New York	NY	Rochester				14617			(585) 266-3310				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Joseph D Mantione & Co			1530 Elmwood Ave		United States	USA			New York	NY	Rochester				14620			(585) 244-9509				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Journel Accountant & Book			86 University Ave		United States	USA			New York	NY	Rochester				14605			(585) 319-4930				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	K&b Bookkeeping			300 Hylan Dr # 224		United States	USA			New York	NY	Rochester				14623			(585) 472-1920				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kane Ronald M CPA			2401 Monroe Ave		United States	USA			New York	NY	Rochester				14618			(585) 461-5720				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kane Steven Certified Financial			179 Sullys Trl		United States	USA			New York	NY	Pittsford				14534			(585) 419-8399				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Karpac Charity A MD			89 Genesee St # 1		United States	USA			New York	NY	Rochester				14611			(585) 723-7000				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kasperski Owen & Dinan Cpa			500 Linden Oaks		United States	USA			New York	NY	Rochester				14625			(585) 641-0530				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kazak Business Svc			1427 Creek St		United States	USA			New York	NY	Rochester				14625			(585) 671-8970				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kehm Joseph J			180 Canal View Blvd # 100		United States	USA			New York	NY	Rochester				14623			(585) 427-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kimber Gregory T CPA			3255 Brighton Henrietta Town Line Rd		United States	USA			New York	NY	Rochester				14623			(585) 292-0930				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Klaus Siebert & Co			16 N Main St		United States	USA			New York	NY	Pittsford				14534			(585) 383-1111				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Klein Kathleen			835 W Main St		United States	USA			New York	NY	Rochester				14611			(585) 368-6550				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kmpg LLP			265 Clinton Sq		United States	USA			New York	NY	Rochester				14604			(585) 454-1644				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Knauf Janine B PC			20 N Main St		United States	USA			New York	NY	Pittsford				14534			(585) 248-3670				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kogler Scott M CPA			28 E Main St Ste 1000		United States	USA			New York	NY	Rochester				14614			(585) 454-4161				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Koopman William A CPA			47 W Main St		United States	USA			New York	NY	Webster				14580			(585) 872-0910				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kostiw Jos M CPA			955 Hinchey Rd		United States	USA			New York	NY	Rochester				14624			(585) 426-0200				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kovaleski Mark J CPA			100 Chestnut St		United States	USA			New York	NY	Rochester				14604			(585) 423-1860				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kpmg			265 Clinton Sq		United States	USA			New York	NY	Rochester				14604			(585) 454-1644				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kroner & Gamble			1 Washington St S # 220		United States	USA			New York	NY	Rochester				14614			(585) 232-3190				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kroner & Gamble LLP			4 Commercial St Ste 200		United States	USA			New York	NY	Rochester				14614			(585) 232-3190				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Kubiak Daniel H CPA			400 W Metro Park		United States	USA			New York	NY	Rochester				14623			(585) 424-2430				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	L P Wolch Cpa's			40 Office Park Way		United States	USA			New York	NY	Pittsford				14534			(585) 586-8830				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	La France Charles J			465 Maiden Ln		United States	USA			New York	NY	Rochester				14616			(585) 621-1770				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Laduca Heidi E CPA			40 Barrett Dr		United States	USA			New York	NY	Webster				14580			(585) 217-9390				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Lafranche Chas J Public Acctnt			465 Maiden Ln		United States	USA			New York	NY	Rochester				14616			(585) 621-1770				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Lamanna Jos W CPA			266 Plymouth Ave S		United States	USA			New York	NY	Rochester				14608			(585) 232-2956				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Latona James P Cpa			2024 W Henrietta Rd Ste 4B		United States	USA			New York	NY	Rochester				14623			(585) 427-2410				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Le Office Tax Svc			548 Lake Ave Rochester		United States	USA			New York	NY	Rochester				14613			(585) 330-9263				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Ledger Plus			26 Church St		United States	USA			New York	NY	Pittsford				14534			(585) 383-0210				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Ledgerplus			1 Grove St		United States	USA			New York	NY	Pittsford				14534			(585) 383-0210				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Leisner James K			180 Canal View Blvd # 100		United States	USA			New York	NY	Rochester				14623			(585) 427-8900				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Leonardo Pino Accounting Svc			1664 N Clinton Ave		United States	USA			New York	NY	Rochester				14621			(585) 270-4355				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Lewis Patricia M			1425 Portland Ave		United States	USA			New York	NY	Rochester				14621			(585) 922-4000				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Lomac Tanya M CPA			100 Chestnut St		United States	USA			New York	NY	Rochester				14604			(585) 423-1860				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Lorenzo Annette			656 Kreag Rd		United States	USA			New York	NY	Pittsford				14534			(585) 385-3950				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Lorenzo CCA & Co Accounting			368 Marsh Rd		United States	USA			New York	NY	Pittsford				14534			(585) 385-3950				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Maggio John CPA			200 Park Ave # 1		United States	USA			New York	NY	Rochester				14607			(585) 461-3440				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Maracle Nelson P CPA			760 Winton Rd N		United States	USA			New York	NY	Rochester				14609			(585) 654-7300				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Marasco James I CPA			280 Kenneth Dr		United States	USA			New York	NY	Rochester				14623			(585) 295-0550				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Marino Frank A CPA			3770 Mount Read Blvd # 2		United States	USA			New York	NY	Rochester				14616			(585) 865-3050				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
																	Marsh John J Jr CPA Residence			86 Lazy Trl		United States	USA			New York	NY	Penfield				14526			(585) 377-3136				CPA||Rochester||Accountant||Payroll||Tax||NY		6/29/2013	Active	bronze	Professional Services->Accountants					
