Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,H K Frey Plumbing & Heating,6560 Goodrich Rd,,United States,New York,Clarence Center,14032,(716) 741-2834,,,,,,H K Frey Plumbing & Heating,,,6560 Goodrich Rd,,United States,USA,,,New York,NY,Clarence Center,,,,14032,,,(716) 741-2834,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Leveled Contracting Inc,11542 Westwood Rd,,United States,New York,Alden,14004,(716) 681-3030,,,,,,Leveled Contracting Inc,,,11542 Westwood Rd,,United States,USA,,,New York,NY,Alden,,,,14004,,,(716) 681-3030,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,G & W Plumbing & Heating Inc,5750 Cloverfield Dr,,United States,New York,Hamburg,14075,(716) 648-7088,,,,,,G & W Plumbing & Heating Inc,,,5750 Cloverfield Dr,,United States,USA,,,New York,NY,Hamburg,,,,14075,,,(716) 648-7088,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Boss Mechanical,1107 Schopper Rd,,United States,New York,East Aurora,14052,(716) 864-9839,,,,,,Boss Mechanical,,,1107 Schopper Rd,,United States,USA,,,New York,NY,East Aurora,,,,14052,,,(716) 864-9839,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Aaron Bender Plumbing & Htg,277 S Grove St,,United States,New York,East Aurora,14052,(716) 652-2124,,,,,,Aaron Bender Plumbing & Htg,,,277 S Grove St,,United States,USA,,,New York,NY,East Aurora,,,,14052,,,(716) 652-2124,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Petschke Heating & Cooling,12501 Broadway St,,United States,New York,Alden,14004,(716) 937-4956,,,,,,Petschke Heating & Cooling,,,12501 Broadway St,,United States,USA,,,New York,NY,Alden,,,,14004,,,(716) 937-4956,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Gross Contracting,2104 Niagara St,,United States,New York,Niagara Falls,14303,(716) 284-7882,,,,,,Gross Contracting,,,2104 Niagara St,,United States,USA,,,New York,NY,Niagara Falls,,,,14303,,,(716) 284-7882,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Walter S Johnson Building Co,6638 Mooradian Dr,,United States,New York,Niagara Falls,14304,(716) 283-8733,,,,,,Walter S Johnson Building Co,,,6638 Mooradian Dr,,United States,USA,,,New York,NY,Niagara Falls,,,,14304,,,(716) 283-8733,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,"Ledford Service, Inc.",12515 McNeeley Rd,,United States,New York,Akron,14001,(716) 310-7314,,,,,,"Ledford Service, Inc.",,,12515 McNeeley Rd,,United States,USA,,,New York,NY,Akron,,,,14001,,,(716) 310-7314,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Gaines Electrical,4701 Military Rd,,United States,New York,Niagara Falls,14305,(716) 297-1739,,,,,,Gaines Electrical,,,4701 Military Rd,,United States,USA,,,New York,NY,Niagara Falls,,,,14305,,,(716) 297-1739,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Bryk & Son's,4300 Military Rd,,United States,New York,Niagara Falls,14305,(716) 297-2901,,,,,,Bryk & Son's,,,4300 Military Rd,,United States,USA,,,New York,NY,Niagara Falls,,,,14305,,,(716) 297-2901,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,"H. W. Bryk & Sons, Inc",4300 Military Rd,,United States,New York,Niagara Falls,14305,(716) 297-2901,,,,,,"H. W. Bryk & Sons, Inc",,,4300 Military Rd,,United States,USA,,,New York,NY,Niagara Falls,,,,14305,,,(716) 297-2901,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,D R Chamberlain Corp,50 Simonds St,,United States,New York,Lockport,14094,(716) 434-7301,,,,,,D R Chamberlain Corp,,,50 Simonds St,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 434-7301,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,S M Pynn & Sons Inc,31 Simonds St,,United States,New York,Lockport,14094,(716) 434-4911,,,,,,S M Pynn & Sons Inc,,,31 Simonds St,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 434-4911,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Sparks Plumbing & Heating Inc,6700 Lincoln Ave,,United States,New York,Lockport,14094,(716) 434-5221,,,,,,Sparks Plumbing & Heating Inc,,,6700 Lincoln Ave,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 434-5221,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,M & M Heating & Air Cond,34 Evans St,,United States,New York,Lockport,14094,(716) 434-4899,,,,,,M & M Heating & Air Cond,,,34 Evans St,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 434-4899,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,M Hedden Plumbing & Heating,491 Davison Rd # 10,,United States,New York,Lockport,14094,(716) 433-3554,,,,,,M Hedden Plumbing & Heating,,,491 Davison Rd # 10,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 433-3554,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,R Peer Plumbing & Heating,10 Gooding St,,United States,New York,Lockport,14094,(716) 434-1212,,,,,,R Peer Plumbing & Heating,,,10 Gooding St,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 434-1212,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Patterson's General Contracting,3835 Ewings Rd,,United States,New York,Lockport,14094,(716) 433-6633,,,,,,Patterson's General Contracting,,,3835 Ewings Rd,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 433-6633,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Sterling Plumbing & Htg,2259 Schoolhouse Rd,,United States,New York,Ransomville,14131,(716) 791-8321,,,,,,Sterling Plumbing & Htg,,,2259 Schoolhouse Rd,,United States,USA,,,New York,NY,Ransomville,,,,14131,,,(716) 791-8321,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Guarcello's Inc,12491 Hanford Rd,,United States,New York,Silver Creek,14136,(716) 934-4863,,,,,,Guarcello's Inc,,,12491 Hanford Rd,,United States,USA,,,New York,NY,Silver Creek,,,,14136,,,(716) 934-4863,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Strykersville Plumbing Heating,748 Minkel Rd,,United States,New York,Strykersville,14145,(585) 457-9362,,,,,,Strykersville Plumbing Heating,,,748 Minkel Rd,,United States,USA,,,New York,NY,Strykersville,,,,14145,,,(585) 457-9362,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Paul's Plumbing & Heating,444 Oak St,,United States,New York,Youngstown,14174,(716) 745-3979,,,,,,Paul's Plumbing & Heating,,,444 Oak St,,United States,USA,,,New York,NY,Youngstown,,,,14174,,,(716) 745-3979,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Commercial Air Conditioning Services,Air Conditioning Service->Residential Air Conditioning Services,,,,
,,,,Service Experts Heating & Air Conditioning,6020 N Bailey Ave,,United States,New York,Buffalo,14226,(716) 247-4151,,,,,,Service Experts Heating & Air Conditioning,,,6020 N Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 247-4151,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Service Experts Heating & Air Conditioning,1565 Kenmore Ave,,United States,New York,Buffalo,14217,(716) 203-1129,,,,,,Service Experts Heating & Air Conditioning,,,1565 Kenmore Ave,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 203-1129,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Heating and Air Conditioning from The Home Depot,,,United States,New York,Buffalo,14207,(855) 892-2443,,,,,,Heating and Air Conditioning from The Home Depot,,,,,United States,USA,,,New York,NY,Buffalo,,,,14207,,,(855) 892-2443,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Turnbull Heating and Air Conditioning,50 Franklin St,,United States,New York,Buffalo,14202,(716) 823-2005,,,,,,Turnbull Heating and Air Conditioning,,,50 Franklin St,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 823-2005,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Trs Heating & Air Conditioning Svces Co Inc,82 Abbott Rd,,United States,New York,Buffalo,14220,(716) 825-9911,,,,,,Trs Heating & Air Conditioning Svces Co Inc,,,82 Abbott Rd,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 825-9911,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Sherer Heating & Air Conditioning LTD,3254 Genesee St,,United States,New York,Buffalo,14225,(716) 893-8111,,,,,,Sherer Heating & Air Conditioning LTD,,,3254 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 893-8111,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,State Air-Conditioning Co,95 Nantucket Dr E,,United States,New York,Buffalo,14225,(716) 685-4309,,,,,,State Air-Conditioning Co,,,95 Nantucket Dr E,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 685-4309,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Zaffram Paul Heating & Air Conditioning,91 Sunnyside Dr,,United States,New York,Buffalo,14224,(716) 692-4254,,,,,,Zaffram Paul Heating & Air Conditioning,,,91 Sunnyside Dr,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 692-4254,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,State Air Heating And Air Conditioning And Fir,7138 Transit Rd,,United States,New York,Buffalo,14221,(716) 626-6326,,,,,,State Air Heating And Air Conditioning And Fir,,,7138 Transit Rd,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 626-6326,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Falls Heating Air Conditioning,2440 Sheridan Dr,,United States,New York,Tonawanda,14150,(716) 285-1319,,,,,,Falls Heating Air Conditioning,,,2440 Sheridan Dr,,United States,USA,,,New York,NY,Tonawanda,,,,14150,,,(716) 285-1319,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Alongi Air Conditioning Heatng,2728 Niagara Falls Blvd,,United States,New York,Tonawanda,14150,(716) 692-5500,,,,,,Alongi Air Conditioning Heatng,,,2728 Niagara Falls Blvd,,United States,USA,,,New York,NY,Tonawanda,,,,14150,,,(716) 692-5500,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Grand Island Heating & Air Conditioning Inc,3621 Stony Point Rd,,United States,New York,Grand Island,14072,(716) 773-0031,,,,,,Grand Island Heating & Air Conditioning Inc,,,3621 Stony Point Rd,,United States,USA,,,New York,NY,Grand Island,,,,14072,,,(716) 773-0031,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Alongi Air Conditioning Htg,3146 Woodland Ct N,,United States,New York,North Tonawanda,14120,(716) 731-5000,,,,,,Alongi Air Conditioning Htg,,,3146 Woodland Ct N,,United States,USA,,,New York,NY,North Tonawanda,,,,14120,,,(716) 731-5000,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Don Weimer Heating & Air Conditioning,9710 Wehrle Dr,,United States,New York,Clarence,14031,(716) 759-6711,,,,,,Don Weimer Heating & Air Conditioning,,,9710 Wehrle Dr,,United States,USA,,,New York,NY,Clarence,,,,14031,,,(716) 759-6711,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Alongi Air Conditioning Heating & Refrigeration,2728 Niagara Falls Blvd Ste 12,,United States,New York,Niagara Falls,14304,(716) 692-5500,,,,,,Alongi Air Conditioning Heating & Refrigeration,,,2728 Niagara Falls Blvd Ste 12,,United States,USA,,,New York,NY,Niagara Falls,,,,14304,,,(716) 692-5500,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Conditioned Air Systems,2057 Lakeview Rd,,United States,New York,Lake View,14085,(716) 627-6393,,,,,,Conditioned Air Systems,,,2057 Lakeview Rd,,United States,USA,,,New York,NY,Lake View,,,,14085,,,(716) 627-6393,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Power City Heating & Air Conditioning,8843 Point Ave,,United States,New York,Niagara Falls,14304,(716) 283-2229,,,,,,Power City Heating & Air Conditioning,,,8843 Point Ave,,United States,USA,,,New York,NY,Niagara Falls,,,,14304,,,(716) 283-2229,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Argy & Sons Heating & Air Conditioning,574 56th St,,United States,New York,Niagara Falls,14304,(716) 283-5039,,,,,,Argy & Sons Heating & Air Conditioning,,,574 56th St,,United States,USA,,,New York,NY,Niagara Falls,,,,14304,,,(716) 283-5039,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,R K Auto Air Conditioning,2268 Blakeley Rd,,United States,New York,East Aurora,14052,(716) 652-6562,,,,,,R K Auto Air Conditioning,,,2268 Blakeley Rd,,United States,USA,,,New York,NY,East Aurora,,,,14052,,,(716) 652-6562,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,R G M Heating & Air Conditioning,55 Lock St,,United States,New York,Lockport,14094,(716) 433-0520,,,,,,R G M Heating & Air Conditioning,,,55 Lock St,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 433-0520,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Rgm Heating & Air Conditioning,6577 Heather Dr,,United States,New York,Lockport,14094,(716) 433-0520,,,,,,Rgm Heating & Air Conditioning,,,6577 Heather Dr,,United States,USA,,,New York,NY,Lockport,,,,14094,,,(716) 433-0520,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,American Standard Heating & Air Conditioning,,,United States,New York,,,,,,,,,American Standard Heating & Air Conditioning,,,,,United States,USA,,,New York,,,,,,,,,,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Sentry South Appliance Service,2743 Main St,,United States,New York,Buffalo,14214,(716) 835-1007,,,,,,Sentry South Appliance Service,,,2743 Main St,,United States,USA,,,New York,NY,Buffalo,,,,14214,,,(716) 835-1007,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Horbett Heating & Cooling,3725 Genesee St,,United States,New York,Buffalo,14225,(716) 635-0785,,,,,,Horbett Heating & Cooling,,,3725 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 635-0785,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,"Warm & Fuzzy, Inc.",1111 Niagara St,,United States,New York,Buffalo,14213,(716) 885-8888,,,,,,"Warm & Fuzzy, Inc.",,,1111 Niagara St,,United States,USA,,,New York,NY,Buffalo,,,,14213,,,(716) 885-8888,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Heatwave Heating & Cooling,100 John Glenn Dr,,United States,New York,Buffalo,14228,(716) 891-9283,,,,,,Heatwave Heating & Cooling,,,100 John Glenn Dr,,United States,USA,,,New York,NY,Buffalo,,,,14228,,,(716) 891-9283,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,"Sears Central Heating and Cooling ment, Repair and Maintenance",,,United States,New York,Buffalo,14226,(888) 959-5460,,,,,,"Sears Central Heating and Cooling ment, Repair and Maintenance",,,,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(888) 959-5460,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Sullivan Heating & Cooling,145 French Rd,,United States,New York,Buffalo,14227,(716) 256-3733,,,,,,Sullivan Heating & Cooling,,,145 French Rd,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 256-3733,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Ace Mechanical Services,4568 Bailey Ave,,United States,New York,Buffalo,14226,(716) 833-3500,,,,,,Ace Mechanical Services,,,4568 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 833-3500,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Zenner & Ritter Home Services,3404 Bailey Ave,,United States,New York,Buffalo,14215,(716) 833-2463,,,,,,Zenner & Ritter Home Services,,,3404 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14215,,,(716) 833-2463,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,John D. Huck Plumbing,4298 Bailey Ave,,United States,New York,Buffalo,14226,(716) 837-1575,,,,,,John D. Huck Plumbing,,,4298 Bailey Ave,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 837-1575,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Musso Plumbing & Heating,8574 Sheridan Dr,,United States,New York,Buffalo,14221,(716) 630-0012,,,,,,Musso Plumbing & Heating,,,8574 Sheridan Dr,,United States,USA,,,New York,NY,Buffalo,,,,14221,,,(716) 630-0012,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Aire Heating Svc,344 Abbott Rd,,United States,New York,Buffalo,14220,(716) 825-8341,,,,,,Aire Heating Svc,,,344 Abbott Rd,,United States,USA,,,New York,NY,Buffalo,,,,14220,,,(716) 825-8341,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Adema Heating & Air Cond Inc,378 Englewood Ave,,United States,New York,Buffalo,14223,(716) 834-7611,,,,,,Adema Heating & Air Cond Inc,,,378 Englewood Ave,,United States,USA,,,New York,NY,Buffalo,,,,14223,,,(716) 834-7611,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Hughesco Inc,140 Irwin Rd,,United States,New York,Buffalo,14228,(716) 691-4663,,,,,,Hughesco Inc,,,140 Irwin Rd,,United States,USA,,,New York,NY,Buffalo,,,,14228,,,(716) 691-4663,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Sentry South Appliance Service,174 Orchard Park Rd,,United States,New York,Buffalo,14224,(716) 824-5972,,,,,,Sentry South Appliance Service,,,174 Orchard Park Rd,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 824-5972,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,O'Donnell Heating & Cooling Inc,2032 Eggert Rd,,United States,New York,Buffalo,14226,(716) 836-8000,,,,,,O'Donnell Heating & Cooling Inc,,,2032 Eggert Rd,,United States,USA,,,New York,NY,Buffalo,,,,14226,,,(716) 836-8000,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Roberts-Gordon,1250 William St,,United States,New York,Buffalo,14206,(716) 852-4400,,,,,,Roberts-Gordon,,,1250 William St,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 852-4400,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,A.G. Roehrig & Son,1277 Fillmore Ave,,United States,New York,Buffalo,14211,(716) 892-8857,,,,,,A.G. Roehrig & Son,,,1277 Fillmore Ave,,United States,USA,,,New York,NY,Buffalo,,,,14211,,,(716) 892-8857,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,"Central Heating and Cooling, Inc",2210 William St.,,United States,New York,Buffalo,14206,(716) 668-6809,,,,,,"Central Heating and Cooling, Inc",,,2210 William St.,,United States,USA,,,New York,NY,Buffalo,,,,14206,,,(716) 668-6809,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,John Lock Air Cond & Heating,3120 Genesee St,,United States,New York,Buffalo,14225,(716) 894-6400,,,,,,John Lock Air Cond & Heating,,,3120 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 894-6400,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Premier Heat,12725 Genesee St,,United States,New York,Buffalo,14225,(716) 837-5400,,,,,,Premier Heat,,,12725 Genesee St,,United States,USA,,,New York,NY,Buffalo,,,,14225,,,(716) 837-5400,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Irr Supply Ctr Inc,2477 Broadway St,,United States,New York,Buffalo,14227,(716) 895-1200,,,,,,Irr Supply Ctr Inc,,,2477 Broadway St,,United States,USA,,,New York,NY,Buffalo,,,,14227,,,(716) 895-1200,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Rand & Jones Enterprises Co,18 Tracy St,,United States,New York,Buffalo,14201,(716) 626-1080,,,,,,Rand & Jones Enterprises Co,,,18 Tracy St,,United States,USA,,,New York,NY,Buffalo,,,,14201,,,(716) 626-1080,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Klemat Plumbing & Heating Inc,3280 S Park Ave Apt 2,,United States,New York,Buffalo,14218,(716) 826-0002,,,,,,Klemat Plumbing & Heating Inc,,,3280 S Park Ave Apt 2,,United States,USA,,,New York,NY,Buffalo,,,,14218,,,(716) 826-0002,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Northtowns Remodeling Corp.,1589 Sheridan Drive,,United States,New York,Buffalo,14217,(716) 876-1824,,,,,,Northtowns Remodeling Corp.,,,1589 Sheridan Drive,,United States,USA,,,New York,NY,Buffalo,,,,14217,,,(716) 876-1824,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Tri R Mechanical,25 Ransier Dr,,United States,New York,Buffalo,14224,(716) 674-0222,,,,,,Tri R Mechanical,,,25 Ransier Dr,,United States,USA,,,New York,NY,Buffalo,,,,14224,,,(716) 674-0222,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Brd Inc,82 Pearl St,,United States,New York,Buffalo,14202,(716) 847-0042,,,,,,Brd Inc,,,82 Pearl St,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 847-0042,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Ny Industrial Energy Buyers,325 Delaware Ave,,United States,New York,Buffalo,14202,(716) 332-9530,,,,,,Ny Industrial Energy Buyers,,,325 Delaware Ave,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 332-9530,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
,,,,Peyton Barlow Co Inc,360 Delaware Ave,,United States,New York,Buffalo,14202,(716) 842-0630,,,,,,Peyton Barlow Co Inc,,,360 Delaware Ave,,United States,USA,,,New York,NY,Buffalo,,,,14202,,,(716) 842-0630,,Air Conditioning Service,,,,10/5/2013,active,bronze,Air Conditioning Service->Residential Air Conditioning Services,,,,,
